"Guid","AccountNumber","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","CPQ_Only_Demo__c","Calculate_Tax__c","Contracting_Automation__c","CurrencyIsoCode","Description","Fax","Industry","IsCustomerPortal","IsPartner","Jigsaw","Name","NumberOfEmployees","Ownership","ParentId","Phone","Rating","SBQQ__AssetQuantitiesCombined__c","SBQQ__CoTermedContractsCombined__c","SBQQ__CoTerminationEvent__c","SBQQ__ContractCoTermination__c","SBQQ__IgnoreParentContractedPrices__c","SBQQ__PreserveBundle__c","SBQQ__PriceHoldEnd__c","SBQQ__RenewalModel__c","SBQQ__RenewalPricingMethod__c","SBQQ__TaxExempt__c","Segment__c","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","Sic","SicDesc","Site","TickerSymbol","Type","Website"
048ff140-fb8a-4479-aa46-f19bba2a9e77,007,"#N/A","#N/A",New York,US,"#N/A","#N/A","#N/A",10036,NY,"1095 Avenue of the Americas, 6th Ave",false,false,Manual,USD,"#N/A","#N/A",Technology,false,false,"#N/A",Zen Products,500,"#N/A","#N/A","#N/A","#N/A",false,false,Add-on,Always,false,true,"#N/A",Contract Based,Same,No,"#N/A",New York,US,"#N/A","#N/A","#N/A",10036,NY,"1095 Avenue of the Americas, 6th Ave","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
052cbdfd-3bf2-4cf1-8b78-895d7b8df127,650631,"#N/A","#N/A",San Francisco,United States,"#N/A","#N/A","#N/A",94105,CA,1350 Mission Street,false,true,Manual,USD,"#N/A","#N/A",Professional Services,false,false,"#N/A",ZviZ Corp,350,"#N/A","#N/A",650-5555555,"#N/A",false,true,Add-on,Always,false,true,"#N/A",Contract Based,Same,No,"#N/A",San Francisco,United States,"#N/A","#N/A","#N/A",94105,CA,1350 Mission Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
05ed38cb-f44a-469b-895d-d01fc990c86e,"#N/A","#N/A","#N/A",Anchorage,USA,"#N/A","#N/A","#N/A",99581,Alaska,908 Old Fawn Place,false,false,Manual,USD,"#N/A","#N/A",Healthcare,false,false,"#N/A",Osato Chemicals,"#N/A","#N/A","#N/A",(907) 017-6527,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Anchorage,USA,"#N/A","#N/A","#N/A",99581,Alaska,908 Old Fawn Place,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
0610d362-1453-4e53-8a3a-eb6f4f5f4c77,866356855,"#N/A","#N/A",Chicago,United States,"#N/A","#N/A","#N/A",60654,IL,111 West Illinois Street,false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Cameron Corp,350,"#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Always,false,true,"#N/A",Contract Based,Same,No,"#N/A",Chicago,United States,"#N/A","#N/A","#N/A",60654,IL,111 West Illinois Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
061f7061-b4a6-4c44-92b5-5f0578b353a3,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Google,"#N/A","#N/A","#N/A",4159999999,"#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
06422dcd-4e17-4957-b345-077d7c0c994a,"#N/A","#N/A","#N/A",Portland,USA,"#N/A","#N/A","#N/A",97912,Oregon,7191 Emerald Panda Limits,false,false,Opportunity Close,USD,"#N/A","#N/A",Not For Profit,false,false,"#N/A",Big Kahuna Burger,"#N/A","#N/A","#N/A",(971) 347-3608,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Portland,USA,"#N/A","#N/A","#N/A",97912,Oregon,7191 Emerald Panda Limits,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
070fe624-8a4d-4116-bf6d-5d7076a68171,13ee33w22,"#N/A","#N/A",Chicago,United States,"#N/A","#N/A","#N/A",60661,IL,565 1st st,false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",(DO NOT TOUCH) Prof Serv Account 1,"#N/A","#N/A","#N/A","#N/A","#N/A",false,true,Add-on,Always,false,true,"#N/A",Contract Based,List,No,"#N/A",Chicago,United States,"#N/A","#N/A","#N/A",60661,IL,565 1st st,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
076a23f6-7480-4969-bdbf-9f6c58b3d536,123456789,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",ACME Corporation,200,"#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
07f0663a-c91f-44eb-bd76-ea75f323cd14,"#N/A","#N/A","#N/A",Omaha,USA,"#N/A","#N/A","#N/A",69571,Nebraska,5658 Clear Leaf Wynd,false,false,Manual,USD,"#N/A","#N/A",Apparel,false,false,"#N/A",ZiffCorp,"#N/A","#N/A","#N/A",(308) 391-2465,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Omaha,USA,"#N/A","#N/A","#N/A",69571,Nebraska,5658 Clear Leaf Wynd,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
07f8e50c-e936-4040-82de-2a43f41c1df7,"#N/A","#N/A","#N/A",Austin,USA,"#N/A","#N/A","#N/A",78405,Texas,6287 Middle Bluff Subdivision,false,false,Opportunity Close,USD,"#N/A","#N/A",Hospitality,false,false,"#N/A",Duff Brewing Company,"#N/A","#N/A","#N/A",(806) 100-5150,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Austin,USA,"#N/A","#N/A","#N/A",78405,Texas,6287 Middle Bluff Subdivision,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
08e07f89-88a1-450f-8c1e-69d3321a6f4a,"#N/A","#N/A","#N/A",Providence,USA,"#N/A","#N/A","#N/A",02851,Rhode Island,1372 Round Butterfly Isle,false,false,Manual,USD,"#N/A","#N/A",Media,false,false,"#N/A",Data Systems,"#N/A","#N/A","#N/A",(401) 397-8909,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Providence,USA,"#N/A","#N/A","#N/A",02851,Rhode Island,1372 Round Butterfly Isle,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
092ac1df-18fc-44b0-ade6-65f11b205781,"#N/A","#N/A","#N/A",Chicago,USA,"#N/A","#N/A","#N/A",60654,IL,111 W Illinois St,false,false,Manual,USD,"#N/A","#N/A",Technology,false,false,"#N/A",Faba Tech,350,"#N/A","#N/A",(592) 633-6295,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Chicago,USA,"#N/A","#N/A","#N/A",60654,IL,111 W Illinois St,"#N/A","#N/A","#N/A","#N/A",Prospect,www.dopapod.com
09477a5d-cdcc-4994-a771-47d9cdd93659,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Tony's Account,500,"#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
09a8f61b-b253-4656-836c-ad31f8413636,38721876,"#N/A","#N/A",Alpharetta,United States,"#N/A","#N/A","#N/A",30005,GA,5490 McGinnis Ferry Road,false,false,Opportunity Close,USD,"#N/A","#N/A",Communications,false,false,"#N/A",DonCo,3000,"#N/A","#N/A",6787935637,"#N/A",true,true,Add-on,Prompt,false,true,"#N/A",Contract Based,Same,No,"#N/A",Suwanee,United States,"#N/A","#N/A","#N/A",30024,GA,810 Rockbass Road,"#N/A","#N/A","#N/A","#N/A",Customer,www.donco.com
09d2b9a9-d4f8-458b-ae9e-a4ddc016f326,5555,"#N/A","#N/A",Scranton,"#N/A","#N/A","#N/A","#N/A",18503,PA,100 Dwight Schrute Way,false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Dundler Mifflin,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A","#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A",Scranton,"#N/A","#N/A","#N/A","#N/A",18503,PA,100 Dwight Schrute Way,"#N/A","#N/A","#N/A","#N/A","#N/A",www.dundermiflin.com
09edcb4a-2dda-4634-8ff9-e66b8e57eb15,6346344,"#N/A","#N/A",Raleigh,United States,"#N/A","#N/A","#N/A",27614,NC,10600 Hanarry Court,false,false,Opportunity Close,USD,"#N/A",(919) 555-2222,"#N/A",false,false,"#N/A",Lightning Consultants,"#N/A","#N/A","#N/A",(919) 555-1111,"#N/A",true,true,Add-on,Always,false,true,"#N/A",Contract Based,Uplift,No,"#N/A",Raleigh,United States,"#N/A","#N/A","#N/A",27614,NC,10600 Hanarry Court,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
0a0c95ed-bd43-47e9-a7f8-2467ab924523,121212,"#N/A","#N/A",Manchester,United States,"#N/A","#N/A","#N/A",03364,New Hampshire,7592 Lost Nectar Bay,false,true,Manual,USD,"#N/A","#N/A",Professional Services,true,false,"#N/A",Wayne Enterprises,300,"#N/A","#N/A",(603) 136-9693,"#N/A",false,true,Add-on,Always,false,true,"#N/A",Contract Based,Uplift,"#N/A","#N/A",Manchester,United States,"#N/A","#N/A","#N/A",03364,New Hampshire,7592 Lost Nectar Bay,"#N/A","#N/A","#N/A","#N/A",Customer,www.we.org
0a7958f2-399f-4c86-9d18-8f8ed89d534a,RandomMissionNumber,"#N/A","#N/A",San Francisco,"#N/A","#N/A","#N/A","#N/A",94105,CA,50 Fremont Street,false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Apollo Space Travel,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
0b273173-def3-4e49-a50d-b66199b80f45,"#N/A","#N/A","#N/A",Seattle,USA,"#N/A","#N/A","#N/A",99101,Washington,1779 Indian River Vista,false,false,Opportunity Close,USD,"#N/A","#N/A",Technology,false,false,"#N/A",C.H. Lavatory and Sons,"#N/A","#N/A","#N/A",(509) 351-4632,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Seattle,USA,"#N/A","#N/A","#N/A",99101,Washington,1779 Indian River Vista,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
0b5fcc69-24ec-4367-b3f4-81b7b6d29ef1,HYATT,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",true,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Hyatt,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Always,false,true,"#N/A",Contract Based,Uplift,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
0bab95a6-5113-4855-86ac-90b64b099a47,"#N/A","#N/A","#N/A",München,Germany,"#N/A","#N/A","#N/A",80333,"#N/A",Luisenstraße 10,false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Controversial Music Group,"#N/A","#N/A","#N/A",+49 (0)89 - 12345,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",München,Germany,"#N/A","#N/A","#N/A",80333,"#N/A",Luisenstraße 10,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
0be4513a-0067-4a47-a8cb-97c6a3909712,"#N/A","#N/A","#N/A",Chicago,USA,"#N/A","#N/A","#N/A",60618,Illinois,8290 Silent Heights,false,false,Opportunity Close,USD,"#N/A","#N/A",Technology,false,false,"#N/A",Widget Corp,"#N/A","#N/A","#N/A",(872) 535-5342,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Chicago,USA,"#N/A","#N/A","#N/A",60618,Illinois,8290 Silent Heights,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
0c5149d4-8285-4a1d-9c71-10c32b3a16f8,8675309,"#N/A",5.0E9,Chicago,United States,"#N/A","#N/A","#N/A",60610,IL,20 West Kinzie Street,false,false,Manual,USD,"#N/A","#N/A",Entertainment,false,false,"#N/A",Parky's Red Devils,10000,"#N/A","#N/A",303.503.7908,"#N/A",true,true,Renewal,Always,false,true,"#N/A",Contract Based,Same,No,"#N/A",Chicago,United States,"#N/A","#N/A","#N/A",60610,IL,20 West Kinzie Street,"#N/A","#N/A","#N/A","#N/A",Customer,www.parkysreddevils.com
0c5c1f25-9d3e-409d-875a-db773d95fe69,23456,"#N/A",2.15639E11,Cupertino,United States,"#N/A","#N/A","#N/A",95014,CA,1 Infinite Loop,false,true,Opportunity Close,USD,"Ask Siri to name the most successful company in the world and it might respond: Apple. In terms of profit, revenue, market capitalization, and consumer cachet, it certainly ranks right up there. The iPhone, in its ninth year and seventh generation, has been the company's golden goose, although the aging product may be losing a little of its luster. In addition to the iPhone, other familiar Apple products and services include MacBook computers and iPad tablets, as well as iTunes, the App store, and Apple Music. Primarily a consumer-oriented company, Apple has inked alliances with IBM and Cisco Systems to deepen its penetration of the enterprise market. About 60% of revenue comes from outside the Americas.",+1.408.888.8889,Professional Services,true,false,"#N/A",Apple Inc,116000,Public,"#N/A",+1.408.888.8888,"#N/A",true,true,"#N/A",Always,false,true,"#N/A",Contract Based,Same,No,"#N/A",Cupertino,United States,"#N/A","#N/A","#N/A",95014,CA,1 Infinite Loop,"#N/A","#N/A","#N/A","#N/A",Customer,http://www.apple.com
0cb6e09d-df1e-4a3b-be05-c906e090e19f,JMR123,"#N/A","#N/A",Parker,USA,"#N/A","#N/A","#N/A",80134,CO,11726 Fenwick Cir,false,false,Opportunity Close,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",JMR Account,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,Add-on,Prompt,false,true,"#N/A",Contract Based,Same,No,"#N/A",Parker,USA,"#N/A","#N/A","#N/A",80134,CO,11726 Fenwick Cir,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
0cd6168d-1ca5-419b-990a-94aaf759f0e6,123456,"#N/A","#N/A",Chicago,United States,"#N/A","#N/A","#N/A",60654,IL,111 West Illinois Street,false,false,Manual,USD,"#N/A","#N/A","#N/A",false,false,"#N/A",Media Moguls,500,"#N/A","#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A",Chicago,United States,"#N/A","#N/A","#N/A",60654,IL,111 West Illinois Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
0d4c0ec3-2214-4a91-a6ec-7816a3105bed,8745126532,"#N/A","#N/A",San Francisco,United States,"#N/A","#N/A","#N/A",94105,CA,50 Fremont Street,false,false,Opportunity Close,USD,"#N/A","#N/A",Technology,false,false,"#N/A",Ohana Inc.,"#N/A","#N/A","#N/A",4159906916,"#N/A",true,true,Add-on,Always,false,true,"#N/A",Contract Based,Uplift,No,"#N/A",San Francisco,United States,"#N/A","#N/A","#N/A",94105,CA,50 Fremont Street,"#N/A","#N/A","#N/A","#N/A",Customer,www.Ohana.com
0d552d76-defa-45e3-889e-78e98b90fd30,"#N/A","#N/A","#N/A",Apex,United States,"#N/A","#N/A","#N/A",27502,NC,311 Cameron Glen Drive,false,false,Manual,USD,"#N/A",(919) 555-2222,"#N/A",false,false,"#N/A","Shiny Objects, Inc.","#N/A","#N/A","#N/A",(919) 555-1111,"#N/A",false,false,"#N/A","#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A",Raleigh,United States,"#N/A","#N/A","#N/A",27614,NC,10600 Hanarry Court,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
0dc46dde-39b8-41d6-87e8-15dfaf2019ab,"#N/A","#N/A","#N/A",Washington,USA,"#N/A","#N/A","#N/A",20019,District of Columbia,7191 Cozy Hickory Green,false,false,Opportunity Close,USD,"#N/A","#N/A",Engineering,false,false,"#N/A",Praxis Corporation,"#N/A","#N/A","#N/A",(202) 925-6481,"#N/A",false,false,"#N/A",Never,false,false,"#N/A","#N/A",Same,"#N/A","#N/A",Washington,USA,"#N/A","#N/A","#N/A",20019,District of Columbia,7191 Cozy Hickory Green,"#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
